"μ","κ","α","β","σ0"
0.053519059039586564,0.05626241187113832,0.06853479007922886,0.9174578888675923,2.578949808030467
0.04484702148333811,0.10649950329730992,0.10359425887371777,0.8857076124568302,2.7822577792778227
0.03911921371514938,0.04045634835028348,0.05893357239723927,0.9307026587052822,1.9554669436661394
0.05869649745974043,0.13975093505765912,0.068464217568329,0.9195798489432203,3.0565679801792873
0.07445854024249868,0.06157716351954252,0.09437548728088224,0.8917812763305386,3.0225467793893075
0.0624040433879202,0.03883381363431849,0.04893552150274166,0.9484809081252911,4.098646290624235
0.0660783105609234,0.08629725413091767,0.10573913745648333,0.8941608625435167,6.0399486810287675
0.04961799689331443,0.02291431131937413,0.06076408954781733,0.9370802464714083,2.3752394813658615
0.1378178185197434,0.18015901083025362,0.08615651745768939,0.8465568662942907,2.3895308096030248
0.06498166563367036,0.1040940764383968,0.06800842478452915,0.9283580290149555,4.736857105140386
0.04968919300080327,0.04012272991468267,0.07415647718619116,0.9214749577884236,2.328591794616883
0.04419681957107809,0.08692410297247148,0.0663133215199557,0.9189345070383246,2.8279256285729075
0.03107891362576146,0.03426165702802706,0.06716903771486193,0.9325659905760367,3.0956180445263057
0.08015913363687274,0.04669910301118703,0.10805406586825413,0.8918459341317458,3.550864489891671
0.060009258065692836,0.0852925012858323,0.08062991304628433,0.900143048252945,2.7019570882816293
0.06747613982602955,0.09482800155548521,0.09094429053825988,0.8860280810988478,5.178080713728942
0.062432307809127764,1.7695216526270436,0.18796713320573874,0.10892157174570906,1.913731709113478
0.10695745302412639,0.03708435927755763,0.06825293137681858,0.9316470686231815,3.5278170137536264
0.05743038116280935,0.04807242117248086,0.11171829451059682,0.8545220282335809,1.5738861805656623
0.048265486798225996,0.0558209690945296,0.07882349651300194,0.9050476852673864,2.052066568465925
0.056285445563959396,0.04025164823336145,0.07765344055815539,0.9153513582425479,2.340628727775067
0.041255436835141844,0.031036428869639726,0.0577028976026403,0.9330650557276395,1.3679415603892227
0.05521056685948649,0.04323013245416892,0.08517561902401355,0.8872181431576613,1.2369810889978836
0.04544438681951655,0.03436155366730307,0.07384940291763163,0.9171842330906174,1.7195874844457617
0.04929077247218531,0.029076815483196742,0.10810034480413372,0.8809975441552139,1.5045493714574674
0.05882237044092878,0.08002370752138822,0.11690867397732713,0.8601967451721347,2.3075296359172217
-0.0003996439841659719,0.19059504168561378,0.12639378895650888,0.8735062110434908,3.9490499363370457
0.033342948834290995,0.0809729596407105,0.0938278157974429,0.88858974282795,2.639537948247968
0.05268209074873357,0.10628818996660062,0.09404255146561098,0.8731634360815184,2.0365283129937732
0.08382148269098437,0.029217628471928676,0.05026517562110776,0.9482792523609056,7.232852702202102
0.04982150173309353,0.07188801182064777,0.09755949268301639,0.8753463896744238,1.7596636957224367
0.08143792588393617,0.04355638430534652,0.10375606452699986,0.8795217876025845,2.534633471646587
0.08795882618386328,0.3608419607435268,0.19636236463459344,0.7565444853459079,4.162858939019425
0.04849439174120139,0.05099989236892899,0.06017160777545638,0.9393339772515188,4.999509964221314
0.10083580595912751,0.03547810452122284,0.06472535406512388,0.935174645934876,4.878581770622945
0.04341282749796502,0.025996830805842804,0.06119052339274672,0.9314126164981684,1.8722135346964788
0.04272567415843898,0.322790548434405,0.11123942637015218,0.8622618842386258,3.5623497811536513
0.019563781870076156,0.03651467918473373,0.06182204482881029,0.9380779551711899,5.0285362405287035
0.04150145121498717,0.04755929465244195,0.08410663416146855,0.8965838931346062,1.9935901210768714
0.06376275970627467,0.12795576745537063,0.07738071138987704,0.9027947317834643,2.624527000987261
0.03557259515774577,0.0330772865553026,0.08118926083139769,0.9110329871949494,2.329509392202905
0.048431542980791,0.06353742450743265,0.089516474861215,0.9022094644075426,2.486689321651492
-0.006975450176757962,0.15273223667889899,0.1471179695949116,0.8527820304050885,4.281068937252533
0.05413666561279413,0.0405608976693951,0.11289219502124072,0.8758494160205583,2.0804279265533485
0.07963683883411436,0.03957404761642482,0.11168936289628359,0.8791477122288419,2.174854521104566
0.03798950722254292,0.05516000127095318,0.05409887650795393,0.9362763214512126,2.8029119768830877
0.04691169030956898,0.06153712794235384,0.0949776968061838,0.8729944763496394,1.7787853901321369
0.040105557745533385,0.05612394681598914,0.08545613300697005,0.8909660000766929,1.9519000743857051
0.046673570549159035,0.9233775113101313,0.1725666897504423,0.7360262218379502,3.3580952579910153
0.043194893353841295,0.050564964186382164,0.07277109126023747,0.9270075406084751,3.1706473568964952
0.10783266288691806,0.04309864701793163,0.06967142845016532,0.9302285715498347,3.2132421347170346
0.041978285589282086,0.038026352603133265,0.08015992909224778,0.9045364164004172,1.7938876052949062
0.08978951173371222,0.05441408627952091,0.06153099742649634,0.9383690025735036,6.4884183535805855
0.12370048418063978,0.04152809427055771,0.022026436093111654,0.970005923183627,6.103667925979897
0.057648382042784614,0.07689634592718807,0.0735962825303781,0.9219177094209018,2.6594792188257674
0.03682581575626116,0.03300614701022558,0.050674293230753245,0.9450953544673384,2.284013003353745
0.05703984788174123,0.07118207998246914,0.0946142516850877,0.8916276237622467,4.429271740928903
0.02536996590667787,0.07282012804539645,0.1836282457400633,0.8162717542599369,3.545477075248
0.017900032858664098,0.17413729830172114,0.0654067212738814,0.9341530468422401,5.103123182911088
0.04939276773322957,0.0503091310969361,0.08614140856142456,0.893820063379949,1.8022878723056854
0.08341965231810552,0.027559898769093892,0.07916132017176593,0.9207386798282341,2.7323370967121288
0.048672782278104176,0.07298489142162298,0.0730680741311451,0.9268319258688549,3.440962320020032
0.07147464536443474,0.21728882790953555,0.10771151129528488,0.8620522161182667,3.0734445658490777
0.06480856200121612,0.04277159500850144,0.0573055335605586,0.9399349469347347,5.869549200039242
0.0478892228381877,0.04350206189610167,0.08929443135975552,0.9072951779519627,2.646343980433866
0.04386013367298898,0.08077454719197129,0.07331710473389198,0.9153258830000669,3.478941233789988
0.04111505988390845,0.05990384927197578,0.07106955624786383,0.9204895866298077,2.331821527625259
0.07743214135024314,0.7245850990407838,0.19398536510106879,0.7829329899340918,3.6322747050595274
0.08684626073968603,0.10776853628270505,0.10867245191172578,0.8812943971832803,3.5644286221400505
0.01314456076027255,0.06964845881316097,0.08100587838783589,0.9186259977906308,3.8801709205649098
0.02121411617977659,0.07182780541627207,0.09877520062951682,0.8914172087861353,2.4230450613076315
0.04169660068126544,0.6125779279582639,0.13264584412577554,0.7959017391196578,3.0802218747063015
0.08543336827805116,0.023120942055176487,0.041528809840443666,0.958259174684237,4.252465956113819
0.0858176596635462,0.03504135444002279,0.04508723669696749,0.9548127633030326,3.521128912280686
0.03520036484421964,0.05340190900460807,0.08060958965249441,0.902709738523793,1.7028469026608541
0.049364478380095264,0.027770127060662498,0.08331062355938648,0.9127639007954478,2.3370225728842713
0.07830807999191262,0.11651608555859558,0.26137013922144536,0.7250558466144851,5.304277753601237
0.039638463883348296,0.02844621801995084,0.070401617204009,0.9180451853675079,1.6269913381676417
0.0004915331738936379,0.06008164660090407,0.048892060431059654,0.938286221232543,0.5988718391096503
0.04206046487771828,0.050681771530780594,0.08163930733194859,0.8967947543734791,1.592053508742159
-0.009863616475384137,0.16057713715752372,0.1725562385708967,0.8273437614291034,0.2873593170042239
0.06881606516421619,0.052073367713114355,0.06309418062532347,0.9368058193746768,5.706044872629016
0.025665226910815332,0.040622965232231745,0.09117268841294092,0.9087273115870583,3.17460154502428
0.04652007802902454,0.06583873841534318,0.07725611266283856,0.9201511089298144,3.1309496949297015
0.09768382990010184,0.03922531281394251,0.0409561370846365,0.9496836308941742,3.695021258422932
0.0610387871838973,0.05154145250257379,0.06549326650418844,0.9184557868269149,1.9411923274008052
0.058318293711824724,0.09148360306935732,0.07119659982847858,0.9166179963904768,3.0020534886820416
0.0800302165431354,0.05556911839394542,0.07277905475382682,0.9224583754248737,2.772929250347749
0.060457896712101805,0.08936703379443606,0.07781892856423883,0.9116058757297933,3.5732105988004146
0.035906586886535176,0.5174639911728158,0.21510485208810567,0.7652924870883013,3.416598764576338
0.05106974397844738,0.06289967155205504,0.06076641732167248,0.9269569553342542,2.5642351083167427
0.046321661867349435,0.11123712009511397,0.18067468440213927,0.8192253155978605,4.295130555550015
0.05999392008215947,0.09477465877891166,0.10847455864340269,0.8802198831910694,2.7820085965760897
0.11197697337447042,0.19098857175607895,0.07664523175829813,0.8776305952158217,1.7944160645207423
0.062439318344799884,0.04239450126507659,0.10796716055703616,0.8806238540072187,1.9219595776523881
0.07078800083580652,0.06888019117374489,0.11910905706811482,0.8555905094785524,3.219847656333407
0.03816303913998064,0.043994954129599154,0.07583044075266882,0.9210201184487401,3.145192872893217
0.06863547835453614,0.05124901098794949,0.06331346799665803,0.9267100161863188,3.050291674404397
0.07538034215977601,0.053560705177146194,0.056933165236054004,0.9374732507656863,3.3477268474748447
0.06706699281572451,0.03246993023764432,0.07366607737176957,0.9242731179091925,2.768907746240872
0.049711168786149715,0.09615749192980391,0.11189297888536413,0.8666621476583962,2.753850891217756
0.04233333758428708,0.03962233332522817,0.06593880917950923,0.9227075591322654,2.090699583064391
0.0330499256895068,0.08937554404327291,0.11593877441207343,0.8764090831802759,2.687916537291783
0.05381838718540475,0.05941798620406968,0.13705938767260958,0.8606252616319483,2.210139685396444
0.08657460274898679,0.17255126424097922,0.09188417132377516,0.8877856443565236,3.3600447385164336
0.03482787203994669,0.0722273157246322,0.18518042005046925,0.8147195799495308,3.6218534302597987
0.059604124642413304,0.031248009870239027,0.06383635727290804,0.9292153794069274,2.720141698966925
0.04083028248382931,0.06932581979358912,0.07728790768621532,0.9088346042139551,2.4924074740820803
0.06119517319983626,0.0304587975659656,0.06076559993696812,0.9367422539556894,3.1364152699030377
0.10403875868690729,0.062135105189641764,0.1316714192891763,0.8682285807108233,4.57138634431909
0.03385641002126496,0.033145943389095205,0.07535481895848647,0.9178840359302817,2.1261793362011496
0.03343453668743197,0.04364316384811108,0.07086407245691385,0.9205341803805323,3.012500898885224
0.05962902508871429,0.07109875484295598,0.10361793466374775,0.8937595775198961,2.268174161853394
0.03933282193741677,0.06341846504637073,0.07336206869881659,0.9043943430712915,1.9971702891251233
0.062314085907778795,0.06383103551842524,0.10436944572378962,0.8955305542762105,5.666876719203344
0.03832883662278957,0.23872557422814902,0.11891871860460024,0.8809812813953998,6.960006819322735
0.07771353619540997,0.0564232482416337,0.09576461267315568,0.9041353873268445,3.3422284934151927
0.036317627926564254,0.22642098344720146,0.14899030439467892,0.8246575899295807,2.3300664290255666
0.054760063845693645,0.06017946130619884,0.06213810424567933,0.9292538410843378,3.132632986383166
0.04143143689640355,0.07233559112060872,0.08299992300826732,0.9140837128514262,2.8144022961700097
0.04746327016656287,0.016246574667018343,0.1030943761448535,0.8968056238551464,1.9134787008641538
0.05585613777156459,0.07822616776336992,0.09948212954170318,0.8847136203231409,2.478246950861727
0.053672867843786755,0.08794215225310326,0.07014668079758318,0.9284271877387342,3.702900260367819
0.044722687909417316,0.04421652885446493,0.10719032057799695,0.8927096794220032,2.920907086719331
0.018888211539058026,0.04293499989078669,0.061072636557237894,0.938827363442762,7.826480429663746
0.095234708832416,0.07086111474416507,0.09098442595290607,0.9054289746298568,3.2698100326676753
0.04746156217554101,0.03194776555217082,0.10366114766908285,0.8926437725848172,2.087892833239493
0.04931438450850891,0.05392388182377472,0.12809131755155925,0.8668815492255246,3.073236053192114
0.09178865488987006,0.42356397666559825,0.13804047873833042,0.8618595212616695,5.070801793345806
0.051924294552818086,0.020671472534919758,0.07354142223933723,0.9221794989103341,1.7991053869330644
0.04476796096953762,0.04434238443382504,0.17519728420787825,0.8247027157921215,2.314061456257817
0.010783135243979752,0.11679733895016887,0.12002669575647218,0.8314948100641838,1.2959042564547183
0.034255040540526846,0.032504843027811654,0.06494594475913434,0.9349540552408658,3.2328713746268742
0.05762999236756692,0.043067559456714116,0.0576936912019497,0.9368182711268787,3.948631483506656
0.06807515337841438,0.09711770157839102,0.11192298502542648,0.8742651234851891,2.1447923473112955
0.06359880858483438,0.061181993718966904,0.06283382586170605,0.9279780561442412,2.718328848015545
0.058162523861874114,0.07500820144539523,0.12255746598752018,0.8641961249834672,3.7608398303609665
0.05782565610328366,0.06223710874524839,0.11592479854598259,0.8839752014540175,4.927296727309154
0.06892998920430937,0.044611811331730436,0.057852524845879306,0.9420474751541211,3.371179728606917
0.04586184156960758,0.10170950823517916,0.11028015416308755,0.8776142707566853,2.6800658476558703
0.05555111069522999,0.07800894222129495,0.07599669030205891,0.9033037241079914,2.2424731755894065
0.05564490642444206,0.04836608577167817,0.07435717377789176,0.9255428262221084,3.0818079854638922
-0.0775320103483533,1.0000000000000074e-5,-0.0,0.9997323252786074,5.501215354682001
0.05229385903983121,0.10420311997059657,0.12279597700210075,0.8596722853267387,2.4087065196847375
0.05922658532622165,0.03236790367274157,0.07642556825265531,0.9165185318185929,2.460614253240439
0.05168792948776092,0.067427844636596,0.11629381059994273,0.8718382758829154,2.803890580518619
0.050072219271751546,0.03741794510905181,0.08880997013544194,0.9110900298645582,2.927713859645721
0.05435967654610775,0.06028243624287387,0.09035992255366462,0.8924807724868516,2.3463414681090358
0.032131785037979796,0.05583141854805436,0.11964772596274592,0.8666923798455349,2.265253772621977
0.061872754742921074,0.026958250665369252,0.04948651160936289,0.949267335547423,2.520868352174183
0.15912650265084818,0.0507310964393014,0.0850006168573884,0.909089397369469,4.082028252531993
0.04613487843068094,0.04447775144392632,0.13854356693105802,0.8605265791825761,1.6937740750442705
0.049835119697563664,0.0593300883284861,0.1475176976265489,0.8413091057603772,3.125679272183788
0.046795998473309876,0.032970448901489695,0.05693958631898805,0.9400394675219322,3.8619594169043596
0.0997931183949573,0.1287243152826338,0.03925922243636527,0.9333558829270414,2.239947064055359
0.050924883467373935,0.10347908686687277,0.09355768997551754,0.8852264312227386,2.6152095581520265
0.1279456860754476,0.2773296151300971,0.08455679113318527,0.8584255188233133,2.3347006847319314
0.03746349371276365,0.03429949172862188,0.07581971698151536,0.9213718405327018,2.3486840039424344
0.0471084278619632,0.044226447982087844,0.11418209178103493,0.8793860589161043,2.0795984555184157
0.029876757630181505,0.07163034273196106,0.08766546989233716,0.9041179851635913,2.7853107982234113
0.02392445123215408,0.044395370757031476,0.0633179804922371,0.9325221015233931,3.4710770330732776
0.12947193331948434,0.11227208509081518,0.12027713245471215,0.8706909318667879,3.08564138051853
0.041148692812495086,0.10097773235406551,0.10325890024369774,0.8866800002766247,2.866590532235788
0.05297365648491541,0.03001836095356269,0.08357121578866498,0.9118818082624061,2.3155138272054434
0.04857901475947768,0.014229554873958885,0.06577719973814254,0.9336204855003806,2.057973306299556
0.05693262506860011,0.04062683103920415,0.08791452300885852,0.9047322585651758,2.125207862023368
0.062476873851355065,0.07591392741161254,0.08614512302753329,0.9032294769753734,2.1282758283635426
0.0689787992966866,0.2141390425120238,0.1152830271944126,0.8097102518938275,3.568541908973106
0.05952539854054828,0.04659909801022649,0.07384051655331779,0.9162550514311757,2.353127509247445
0.05754730411394678,0.06195769643085078,0.07990890358647995,0.9018752416569111,2.1840463175647935
0.031414050980602855,0.05453292017129504,0.11170329975275159,0.880405269366951,3.3269561620417836
0.05753884318360605,0.007300461726759162,0.011405045345023693,0.9884949546549763,2.7176900167075604
0.1029647463313991,0.034438476877414435,0.07207010154319762,0.9278298984568025,4.1931626620387865
0.05315938381331853,0.06695320724957843,0.052874219689388255,0.9458529994501775,4.4028413116694205
0.08332953801350812,0.03589977755404548,0.091177464997332,0.9066718741354585,3.0396198250562474
0.04039591125009978,0.07387588871943652,0.09428047913006125,0.9052913086360195,2.491556692085931
0.042129712558181216,0.08090166124775136,0.09356288509021163,0.9032241505811027,3.6955783485586116
0.03236135742675869,0.04770325628892511,0.07031702191061655,0.9059670051586888,1.9699164306211778
0.08012316154834134,0.040151194146142724,0.07260872453139955,0.9262874717856948,2.9562218109633727
0.11613392490498536,0.37766328024634954,0.16701598098197257,0.8328840190180276,7.194845689760499
0.06461419351361401,0.07823790652068777,0.1216792440973884,0.874101362920597,2.817053784465221
0.06665489169442686,0.06318078611311058,0.10501429953387353,0.8942063492122329,3.5075764850780042
0.035353353126570494,0.0344574743639688,0.05949896833090375,0.9404010316690962,4.249499086910335
0.054737837540917295,0.02590554904249593,0.059969258469124515,0.939930741530876,3.4305317702044364
0.0429526397535811,0.0377000172027208,0.07263197976755725,0.9205311300579401,2.774052909276312
0.054241848811493576,0.08101414995451124,0.06632051992322709,0.9277517972114412,3.2287272056911047
0.03935579558695395,0.1785569067177281,0.1781768129219807,0.8217231870780192,2.6527019924905644
0.08670109443501871,0.03406742566237697,0.06282085482859165,0.9370791451714083,3.870058210481362
